x_px,y_px,H_star,B_star,U_H_V,U_B_V
72.0,84.0,-0.2871287128712871,0.16,-0.22970297029702968,0.0128
73.0,84.0,-0.27722772277227725,0.16,-0.2217821782178218,0.0128
143.0,84.0,0.4158415841584158,0.16,0.3326732673267327,0.0128
144.0,84.0,0.42574257425742573,0.16,0.3405940594059406,0.0128
73.0,85.0,-0.27722772277227725,0.15,-0.2217821782178218,0.012
143.0,85.0,0.4158415841584158,0.15,0.3326732673267327,0.012
144.0,85.0,0.42574257425742573,0.15,0.3405940594059406,0.012
72.0,86.0,-0.2871287128712871,0.14,-0.22970297029702968,0.011200000000000002
144.0,86.0,0.42574257425742573,0.14,0.3405940594059406,0.011200000000000002
71.0,87.0,-0.297029702970297,0.13,-0.2376237623762376,0.010400000000000001
73.0,87.0,-0.27722772277227725,0.13,-0.2217821782178218,0.010400000000000001
140.0,87.0,0.38613861386138615,0.13,0.30891089108910896,0.010400000000000001
143.0,87.0,0.4158415841584158,0.13,0.3326732673267327,0.010400000000000001
70.0,88.0,-0.3069306930693069,0.12,-0.24554455445544554,0.0096
141.0,88.0,0.39603960396039606,0.12,0.3168316831683169,0.0096
142.0,88.0,0.40594059405940597,0.12,0.3247524752475248,0.0096
144.0,88.0,0.42574257425742573,0.12,0.3405940594059406,0.0096
70.0,89.0,-0.3069306930693069,0.11,-0.24554455445544554,0.0088
71.0,89.0,-0.297029702970297,0.11,-0.2376237623762376,0.0088
71.0,90.0,-0.297029702970297,0.1,-0.2376237623762376,0.008
141.0,90.0,0.39603960396039606,0.1,0.3168316831683169,0.008
142.0,90.0,0.40594059405940597,0.1,0.3247524752475248,0.008
68.0,91.0,-0.32673267326732675,0.09,-0.2613861386138614,0.0072
70.0,91.0,-0.3069306930693069,0.09,-0.24554455445544554,0.0072
142.0,91.0,0.40594059405940597,0.09,0.3247524752475248,0.0072
